id,web_name,full_name,position,team,now_cost,roll_minutes,roll_total_points,roll_ict_index,roll_threat,roll_creativity,roll_influence,roll_bps,roll_expected_goal_involvements,roll_expected_goals_conceded,roll_starts,roll_goals_scored,roll_assists,roll_clean_sheets,roll_goals_conceded,roll_bonus,roll_defensive_contribution,roll_tackles,roll_clearances_blocks_interceptions,roll_recoveries,games_played_so_far,ep_next,ep_this,total_points,points_per_game,form,status,chance_of_playing_next_round,chance_of_playing_this_round,selected_by_percent,news,matched_last_season
270,Reed,Harrison Reed,MID,10,45,12.6,0.4,0.58,0.0,5.08,0.6799999999999999,1.4,0.018,0.584,0.2,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.2,0.6,38.0,1.0,,15,2.1,0.0,a,,,1.1,,True
271,Muniz,Rodrigo Muniz Carvalho,FWD,10,55,53.6,1.4,1.52,14.2,0.7600000000000008,2.0799999999999996,3.2,0.23199999999999998,0.4780000000000001,0.6,0.0,0.0,0.2,0.4,0.0,1.8,0.8,0.6,0.4,38.0,1.8,,36,1.7,0.0,a,,,0.7,,True
272,Kusi-Asare,Jonah Kusi-Asare,FWD,10,45,3.8,0.4,0.04,0.0,0.12,0.4,1.6,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,38.0,1.0,,6,0.9,0.0,a,,,8.3,,True
273,Phillips,Dillon Phillips,GK,11,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.0,,0,0.0,0.0,a,,,2.1,,False
274,Butland,Jack Butland,GK,11,45,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.9,,0,0.0,0.0,a,,,1.0,,False
275,Cartwright,Harvey Cartwright,GK,11,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,0.0,,0,0.0,0.0,u,0.0,,0.1,Has joined Grimsby Town on loan for the rest of the season,False
276,Lo-Tutala,Thimothée Lo-Tutala,GK,11,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.0,,0,0.0,0.0,a,,,0.2,,False
277,Egan,John Egan,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.8,,False
278,Hughes,Charlie Hughes,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,0.0,,0,0.0,0.0,i,0.0,,1.5,Groin injury - Unknown return date,False
279,Ajayi,Semi Ajayi,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.6,,False
280,Coyle,Lewie Coyle,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.3,,False
281,Drameh,Cody Drameh,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
282,Giles,Ryan Giles,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.6,,False
283,Jacob,Matty Jacob,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,0.8,,0,0.0,0.0,d,75.0,,0.1,Hip injury - 75% chance of playing,False
284,McCarthy,Cathal McCarthy,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
285,McNair,Paddy McNair,DEF,11,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
286,Belloumi,Mohamed Belloumi,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.6,,False
287,Millar,Liam Millar,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
288,Dowell,Kieran Dowell,MID,11,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.5,,False
289,Crooks,Matt Crooks,MID,11,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.6,,False
290,Slater,Regan Slater,MID,11,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,1.8,,False
291,Matazo,Eliot Matazo,MID,11,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,0.0,,0,0.0,0.0,i,0.0,,0.0,Knee injury - Unknown return date,False
292,Ömür,Abdülkadir Ömür,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.0,,False
293,Kamara,Abu Kamara,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
294,Zambrano,Óscar Zambrano,MID,11,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,0.6,,False
295,McBurnie,Oli McBurnie,FWD,11,55,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.8,,0,0.0,0.0,a,,,1.9,,False
296,Akintola,David Akintola,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.0,,False
297,Gyabi,Darko Gyabi,MID,11,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,0.2,,True
298,Destan,Enis Destan,FWD,11,45,0.8875,0.1625,0.030000000000000002,0.125,0.03375,0.175,0.4875,0.00075,0.021625,0.0,0.0,0.0,0.0,0.025,0.0,0.1375,0.025,0.0625,0.05,0.0,1.0,,0,0.0,0.0,a,,,2.6,,False
299,Burstow,Mason Burstow,FWD,11,45,0.8875,0.1625,0.030000000000000002,0.125,0.03375,0.175,0.4875,0.00075,0.021625,0.0,0.0,0.0,0.0,0.025,0.0,0.1375,0.025,0.0625,0.05,0.0,0.0,,0,0.0,0.0,u,0.0,,1.0,Has joined Sheffield Wednesday on loan for the rest of the season,False
556,Targett,Matt Targett,DEF,11,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,2.4,,True
563,Morita,Hidemasa Morita,MID,11,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
259,Diop,Issa Diop,DEF,12,40,44.0,3.6,1.8800000000000001,3.8,0.45999999999999996,14.559999999999999,10.8,0.158,0.45400000000000007,0.4,0.2,0.0,0.2,0.4,0.6,2.6,0.0,2.6,1.0,38.0,1.0,,31,2.4,0.0,a,,,20.0,,True
300,Walton,Christian Walton,GK,12,45,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.9,,0,0.0,0.0,a,,,0.6,,False
301,Palmer,Alex Palmer,GK,12,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.0,,0,0.0,0.0,a,,,5.8,,False
302,Button,David Button,GK,12,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.0,,0,0.0,0.0,a,,,0.6,,False
303,Kipré,Cédric Kipré,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.3,,False
304,O'Shea,Dara O'Shea,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,1.3,,False
305,Davis,Leif Davis,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,3.5,,False
306,Greaves,Jacob Greaves,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.5,,False
307,Johnson,Ben Johnson,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
308,Furlong,Darnell Furlong,DEF,12,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.3,,False
309,Núñez,Marcelino Núñez,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.2,,False
310,Matusiwa,Azor Matusiwa,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,0.0,,0,0.0,0.0,i,0.0,,0.1,Muscular injury - Unknown return date,False
311,Burns,Wes Burns,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
312,Taylor,Jack Taylor,MID,12,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,0.0,,0,0.0,0.0,i,0.0,,0.3,Knee injury - Unknown return date,False
313,Clarke,Jack Clarke,MID,12,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.3,,False
314,Ogbene,Chiedozie Ogbene,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.0,,False
315,Fatawu,Abdul Fatawu,MID,12,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.3,,False
316,Emersonn,Emersonn Correia da Silva,FWD,12,55,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.8,,0,0.0,0.0,a,,,0.3,,False
317,Hirst,George Hirst,FWD,12,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.5,,False
318,Philogene,Jaden Philogene,MID,12,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.2,,False
319,Szmodics,Sam Szmodics,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
320,Akpom,Chuba Akpom,FWD,12,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.5,,False
321,Walle Egeli,Sindre Walle Egeli,FWD,12,45,0.8875,0.1625,0.030000000000000002,0.125,0.03375,0.175,0.4875,0.00075,0.021625,0.0,0.0,0.0,0.0,0.025,0.0,0.1375,0.025,0.0625,0.05,0.0,1.0,,0,0.0,0.0,a,,,2.3,,False
322,Al-Hamadi,Ali Al-Hamadi,FWD,12,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.4,,0,0.0,0.0,a,,,0.2,,False
323,McAteer,Kasey McAteer,MID,12,45,5.720000000000001,0.16,0.22933333333333333,0.27999999999999997,0.94,1.0666666666666667,0.7866666666666667,0.010133333333333334,0.14026666666666668,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.32,0.21333333333333335,0.0,1.0,,0,0.0,0.0,a,,,1.7,,False
324,Mehmeti,Anis Mehmeti,MID,12,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
554,Van Oevelen,Kayne van Oevelen,GK,12,45,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.9,,0,0.0,0.0,a,,,0.1,,False
562,Maeda,Daizen Maeda,MID,12,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.4,,False
564,Scherpen,Kjell Scherpen,GK,12,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,0,0.0,0.0,a,,,0.2,,True
260,Wilson,Harry Wilson,MID,13,65,48.6,2.2,2.8600000000000003,5.6,14.64,8.28,8.6,0.146,0.938,0.6,0.0,0.2,0.2,0.8,0.0,3.2,0.8,1.2,1.2,38.0,2.3,,168,4.7,0.0,a,,,8.6,,True
326,Perri,Lucas Estella Perri,GK,13,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,43,2.7,0.0,a,,,0.7,,True
327,Bijol,Jaka Bijol,DEF,13,50,80.4,4.6,3.8,3.2,4.6,29.919999999999998,14.8,0.024,1.538,1.0,0.0,0.2,0.2,0.8,0.2,11.4,0.4,11.0,1.6,38.0,2.2,,99,4.0,0.0,a,,,0.3,,True
329,Rodon,Joe Rodon,DEF,13,45,81.0,1.8,4.12,11.8,10.080000000000002,19.0,8.0,0.072,1.722,0.8,0.0,0.0,0.2,1.4,0.0,6.6,1.0,5.6,2.4,38.0,1.7,,109,3.1,0.0,a,,,1.8,,True
330,Bogle,Jayden Bogle,DEF,13,45,42.4,1.6,2.2399999999999998,2.0,9.919999999999998,10.320000000000002,7.2,0.11200000000000002,0.534,0.6,0.0,0.2,0.0,0.4,0.0,3.6,1.8,1.8,1.8,38.0,1.7,,96,2.8,0.0,a,,,0.4,,True
331,Gudmundsson,Gabriel Gudmundsson,DEF,13,45,18.0,0.2,0.76,0.8,2.999999999999999,3.88,2.0,0.11200000000000002,0.29000000000000004,0.2,0.0,0.0,0.0,0.4,0.0,1.6,0.4,1.2,0.2,38.0,1.7,,68,2.1,0.0,a,,,0.5,,True
332,Justin,James Justin,DEF,13,45,90.0,3.2,3.16,6.2,6.32,18.88,12.8,0.064,1.7919999999999998,1.0,0.0,0.0,0.2,1.4,0.0,8.4,3.6,4.8,3.0,38.0,1.7,,94,3.2,0.0,a,,,0.5,,True
333,Bornauw,Sebastiaan Bornauw,DEF,13,45,25.0,1.6,0.5599999999999999,1.8,0.13999999999999999,4.04,5.0,0.04,0.756,0.2,0.0,0.0,0.2,0.2,0.0,2.2,0.4,1.8,1.2,38.0,1.7,,25,2.1,0.0,a,,,0.0,,True
334,Muharemović,Tarik Muharemović,DEF,13,50,48.37931034482759,1.817241379310345,2.026206896551724,4.348275862068966,4.8837931034482756,11.00551724137931,6.6482758620689655,0.06762068965517241,0.7361379310344828,0.5482758620689655,0.013793103448275864,0.027586206896551727,0.11034482758620691,0.7551724137931034,0.07241379310344828,4.279310344827586,0.8724137931034484,3.382758620689655,1.8275862068965518,0.0,2.2,,0,0.0,0.0,a,,,1.3,,False
335,Stach,Anton Stach,MID,13,60,46.8,3.0,3.3,5.8,14.76,12.559999999999999,10.4,0.11199999999999999,0.764,0.6,0.2,0.0,0.2,0.4,0.6,4.2,1.6,1.0,1.6,38.0,2.1,,137,4.7,0.0,a,,,1.4,,True
336,Okafor,Noah Okafor,MID,13,60,25.4,2.4,2.16,7.2,5.7,8.559999999999999,6.8,0.13000000000000003,0.182,0.4,0.2,0.0,0.2,0.2,0.4,2.8,0.4,0.4,2.0,38.0,2.1,,109,3.9,0.0,a,,,0.7,,True
